nohup: ignoring input
 * Serving Flask app 'test' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://10.0.0.179:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [24/May/2022 20:54:15] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:54:16] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:54:27] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 20:54:27] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:02:21] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:02:21] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:12:00] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:12:01] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:12:22] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:12:23] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:14:51] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:14:52] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:15:52] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:15:53] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:17:59] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:17:59] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:23:35] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:23:36] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:27:07] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:27:07] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:41:21] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:41:22] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:42:33] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:42:33] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:43:43] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:43:44] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:43:55] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:43:55] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:44:52] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:44:53] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:44:54] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 21:44:55] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 22:06:28] "GET /trm HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 22:06:28] "GET /cocoa-contracts HTTP/1.0" 200 -
127.0.0.1 - - [24/May/2022 22:21:42] "GET /favicon.ico HTTP/1.0" 404 -
